,Gender,Age,Education,EducationField,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,MonthlyIncome,Compensation
1054,F,38.0,Bachelors,Technical Degree,Sales Executive,5.0,Non-Travel,Sales,High,High,Associate,Very High,1.0,Yes,Excellent,Medium,6.0,1.0,3.0,3.0,1.0,3.0,11.3693,NY,31.0,Single,13.0,No Option Plan,5666.0,High
1055,F,35.0,Masters,Life Sciences,Sales Executive,10.0,Travel_Rarely,Sales,Very High,High,Manager,Very High,6.0,No,Excellent,Medium,12.0,2.0,3.0,9.0,0.0,8.0,50.4698,NY,35.0,Divorced,13.0,Full Option Plan,7823.0,Low
1056,F,39.0,Doctorate,Life Sciences,Sales Executive,8.0,Travel_Rarely,Sales,Low,Very High,Manager,High,0.0,No,Excellent,Very High,9.0,3.0,3.0,7.0,0.0,7.0,47.6215,NY,43.0,Single,18.0,No Option Plan,7880.0,Low
1057,M,36.0,Masters,Technical Degree,Sales Executive,7.0,Non-Travel,Sales,Low,High,Associate,Very High,4.0,No,Excellent,Very High,12.0,3.0,3.0,7.0,0.0,7.0,24.9032,NJ,19.0,Divorced,13.0,Large Option Plan,5079.0,High
1058,M,33.0,Bachelors,Life Sciences,Manager,10.0,Non-Travel,Sales,Very High,High,Executive,High,1.0,No,Excellent,Very High,10.0,2.0,3.0,8.0,6.0,0.0,51.4404,NJ,37.0,Single,11.0,No Option Plan,17444.0,High
1059,F,47.0,Some College,Life Sciences,Sales Executive,9.0,Travel_Rarely,Sales,Very High,High,Associate,Very High,1.0,Yes,Excellent,High,9.0,0.0,3.0,0.0,0.0,7.0,29.864,NJ,29.0,Single,17.0,No Option Plan,4163.0,High
1060,M,42.0,Some College,Marketing,Manager,1.0,Travel_Rarely,Sales,Very High,High,VP to C-Level,High,6.0,No,Excellent,Medium,21.0,3.0,4.0,0.0,0.0,0.0,52.1083,NY,45.0,Married,13.0,No Option Plan,18303.0,Low
1061,F,38.0,Masters,Life Sciences,Sales Executive,1.0,Travel_Rarely,Operations,Medium,High,Associate,Very High,8.0,Yes,Excellent,High,19.0,1.0,3.0,0.0,0.0,0.0,41.3514,NJ,47.0,Single,12.0,No Option Plan,6861.0,Low
1062,F,44.0,Bachelors,Medical,Sales Executive,12.0,Travel_Rarely,Operations,Very High,Very High,Executive,Very High,3.0,Yes,Excellent,High,23.0,2.0,3.0,11.0,11.0,11.0,37.7058,NJ,34.0,Married,18.0,Full Option Plan,13320.0,Low
1063,F,50.0,Bachelors,Life Sciences,Sales Executive,18.0,Non-Travel,Operations,Very High,High,Associate,High,0.0,No,Excellent,Low,19.0,3.0,3.0,7.0,0.0,13.0,51.175,NJ,37.0,Married,12.0,Full Option Plan,6347.0,Low
1064,M,33.0,Below College,Life Sciences,Sales Representative,2.0,Non-Travel,Operations,Medium,Medium,Junior Associate,Very High,0.0,No,Excellent,Very High,3.0,2.0,2.0,2.0,2.0,2.0,57.6209,NJ,26.0,Single,19.0,No Option Plan,2342.0,Low
1065,M,45.0,Some College,Life Sciences,Manager,9.0,Travel_Rarely,Operations,Very High,High,Executive,Very High,3.0,No,Excellent,Medium,26.0,4.0,4.0,3.0,1.0,1.0,48.9147,NJ,35.0,Married,13.0,Full Option Plan,17650.0,Low
1066,F,34.0,Masters,Marketing,Sales Executive,15.0,Travel_Rarely,Sales,Medium,Very High,Associate,Very High,0.0,No,Excellent,Very High,16.0,2.0,2.0,1.0,0.0,9.0,32.8024,NJ,22.0,Divorced,11.0,Full Option Plan,9725.0,Low
1067,M,59.0,Some College,Technical Degree,Manager,6.0,Travel_Rarely,Sales,Medium,High,Manager,Very High,3.0,Yes,Excellent,High,14.0,1.0,1.0,4.0,0.0,4.0,46.1068,NJ,40.0,Married,14.0,Full Option Plan,11904.0,Low
1068,F,53.0,Bachelors,Marketing,Sales Executive,15.0,Travel_Frequently,Sales,High,Medium,Manager,Medium,2.0,No,Excellent,Low,30.0,2.0,3.0,7.0,6.0,12.0,46.111,NY,28.0,Married,12.0,Full Option Plan,7525.0,High
1069,M,34.0,Masters,Life Sciences,Sales Representative,1.0,Travel_Rarely,Sales,High,High,Junior Associate,High,1.0,Yes,Excellent,Very High,1.0,2.0,3.0,1.0,0.0,0.0,59.6617,NJ,47.0,Married,19.0,Full Option Plan,2220.0,High
1070,M,28.0,Below College,Medical,Sales Representative,1.0,Travel_Rarely,Sales,Very High,High,Junior Associate,Medium,1.0,No,Outstanding,Medium,1.0,5.0,3.0,0.0,0.0,0.0,59.978,NJ,42.0,Married,22.0,No Option Plan,1052.0,High
1071,F,40.0,Bachelors,Marketing,Sales Executive,7.0,Travel_Rarely,Finance,High,High,Associate,Low,1.0,No,Excellent,Medium,8.0,3.0,2.0,7.0,7.0,5.0,47.9175,NJ,37.0,Married,14.0,Full Option Plan,8396.0,High
1072,M,54.0,Masters,Life Sciences,Sales Executive,9.0,Travel_Rarely,Finance,High,Medium,Manager,High,6.0,No,Excellent,Medium,13.0,4.0,3.0,4.0,7.0,0.0,57.1957,NY,42.0,Married,11.0,Full Option Plan,10686.0,High
1073,F,43.0,Bachelors,Medical,Sales Executive,1.0,Travel_Rarely,Finance,High,Medium,Manager,Very High,5.0,No,Excellent,High,18.0,5.0,3.0,0.0,0.0,0.0,31.855,NJ,29.0,Divorced,13.0,Full Option Plan,10798.0,High
1074,M,37.0,Masters,Life Sciences,Sales Executive,1.0,Travel_Rarely,Finance,Very High,Medium,Associate,Very High,2.0,Yes,Excellent,High,8.0,5.0,3.0,0.0,0.0,0.0,49.9257,NJ,26.0,Divorced,14.0,Small Option Plan,6694.0,High
1075,F,33.0,Bachelors,Life Sciences,Sales Executive,3.0,Travel_Frequently,Finance,Very High,High,Associate,Medium,0.0,No,Excellent,High,4.0,3.0,3.0,2.0,0.0,2.0,58.6061,NJ,49.0,Married,17.0,Full Option Plan,4302.0,High
1076,F,45.0,Masters,Life Sciences,Sales Executive,15.0,Non-Travel,Sales,Medium,Medium,Associate,High,1.0,No,Excellent,Very High,15.0,2.0,3.0,10.0,4.0,12.0,36.6163,NJ,39.0,Married,13.0,Full Option Plan,5593.0,High
1077,F,38.0,Masters,Marketing,Sales Executive,8.0,Travel_Rarely,Sales,High,Medium,Manager,High,0.0,Yes,Excellent,Medium,9.0,2.0,3.0,7.0,2.0,7.0,53.4255,NJ,35.0,Divorced,14.0,Large Option Plan,8740.0,High
1078,M,46.0,Below College,Marketing,Manager,12.0,Travel_Rarely,Sales,Low,High,Executive,High,3.0,No,Excellent,Very High,23.0,3.0,3.0,9.0,4.0,9.0,32.6461,NJ,39.0,Married,12.0,Full Option Plan,17465.0,Low
1079,M,38.0,Some College,Marketing,Sales Executive,1.0,Travel_Rarely,Sales,Very High,High,Manager,Medium,7.0,No,Excellent,High,10.0,2.0,3.0,0.0,0.0,0.0,35.5149,NJ,45.0,Single,16.0,No Option Plan,7351.0,Low
1080,M,31.0,Bachelors,Life Sciences,Sales Representative,2.0,Travel_Frequently,Information Technology,High,Very High,Junior Associate,Very High,0.0,No,Excellent,Low,3.0,4.0,3.0,2.0,2.0,2.0,38.191,NJ,36.0,Married,12.0,Full Option Plan,2791.0,High
1081,F,35.0,Some College,Marketing,Sales Executive,5.0,Travel_Frequently,Information Technology,Very High,High,Associate,Very High,1.0,No,Excellent,Very High,5.0,3.0,3.0,2.0,0.0,2.0,59.7227,NJ,26.0,Divorced,11.0,Full Option Plan,4968.0,Low
1082,M,49.0,Masters,Technical Degree,Sales Executive,9.0,Travel_Rarely,Information Technology,Very High,Medium,Executive,Medium,6.0,No,Excellent,Medium,22.0,3.0,3.0,8.0,2.0,3.0,16.6313,NJ,35.0,Married,17.0,Full Option Plan,13120.0,Low
1083,M,34.0,Below College,Life Sciences,Sales Executive,6.0,Travel_Rarely,Information Technology,Medium,High,Associate,High,1.0,No,Outstanding,Low,6.0,3.0,2.0,5.0,1.0,3.0,33.6651,NJ,19.0,Married,20.0,No Option Plan,5714.0,Low
1084,M,42.0,Masters,Marketing,Sales Executive,6.0,Travel_Rarely,Information Technology,Medium,High,Associate,Low,7.0,No,Excellent,Very High,9.0,3.0,4.0,4.0,1.0,5.0,41.1214,NJ,49.0,Single,13.0,No Option Plan,5155.0,Low
1085,F,30.0,Bachelors,Marketing,Sales Executive,10.0,Travel_Rarely,Information Technology,High,Medium,Associate,High,1.0,No,Excellent,Low,10.0,3.0,3.0,3.0,1.0,4.0,49.4604,NJ,34.0,Married,18.0,Full Option Plan,6578.0,Low
1086,F,32.0,Below College,Life Sciences,Sales Representative,1.0,Non-Travel,Sales,High,High,Junior Associate,Low,1.0,No,Excellent,High,1.0,3.0,3.0,0.0,0.0,0.0,54.4642,NJ,22.0,Divorced,12.0,Small Option Plan,2827.0,High
1087,M,46.0,Bachelors,Marketing,Manager,26.0,Travel_Rarely,Sales,High,High,Executive,Low,8.0,No,Outstanding,Low,28.0,2.0,3.0,15.0,15.0,9.0,38.316,NJ,26.0,Married,23.0,No Option Plan,17048.0,Low
1088,M,30.0,Masters,Life Sciences,Sales Executive,4.0,Travel_Rarely,Sales,High,High,Associate,Low,8.0,No,Excellent,High,8.0,3.0,3.0,3.0,0.0,3.0,79.1534,NY,34.0,Divorced,19.0,Small Option Plan,4115.0,Low
1089,M,40.0,Masters,Medical,Sales Executive,0.0,Travel_Frequently,Sales,Medium,High,Associate,Medium,5.0,No,Excellent,Very High,5.0,2.0,3.0,0.0,0.0,0.0,69.2788,NY,33.0,Married,12.0,Small Option Plan,4327.0,Low
1090,F,35.0,Masters,Life Sciences,Sales Executive,7.0,Travel_Rarely,Marketing,High,High,Associate,Low,3.0,Yes,Excellent,Very High,15.0,2.0,3.0,7.0,1.0,7.0,53.9721,NJ,46.0,Married,15.0,Small Option Plan,8966.0,High
1091,F,33.0,Bachelors,Medical,Sales Executive,10.0,Travel_Frequently,Marketing,Medium,High,Associate,High,1.0,No,Excellent,Low,10.0,3.0,2.0,7.0,0.0,1.0,36.2846,NJ,48.0,Married,12.0,Full Option Plan,4539.0,High
1092,M,20.0,Bachelors,Marketing,Sales Representative,2.0,Travel_Rarely,Marketing,High,Very High,Junior Associate,Very High,1.0,No,Excellent,Very High,2.0,2.0,3.0,1.0,2.0,2.0,51.3032,NJ,41.0,Single,17.0,No Option Plan,2678.0,High
1093,F,60.0,Masters,Marketing,Sales Executive,11.0,Travel_Rarely,Marketing,Medium,Very High,Associate,Very High,0.0,Yes,Excellent,Medium,12.0,3.0,3.0,7.0,1.0,9.0,41.5777,NJ,31.0,Divorced,18.0,Full Option Plan,5220.0,Low
1094,M,40.0,Bachelors,Technical Degree,Sales Executive,5.0,Travel_Rarely,Marketing,Medium,Medium,Associate,Medium,7.0,No,Excellent,Medium,7.0,2.0,4.0,1.0,1.0,3.0,55.7477,NJ,30.0,Divorced,12.0,Full Option Plan,6852.0,High
1095,M,25.0,Masters,Life Sciences,Sales Executive,4.0,Travel_Rarely,Sales,High,High,Associate,Very High,0.0,No,Excellent,Medium,5.0,4.0,3.0,3.0,1.0,1.0,56.5343,NY,36.0,Single,14.0,No Option Plan,4950.0,High
1096,F,35.0,Some College,Marketing,Sales Executive,13.0,Non-Travel,Sales,High,Medium,Manager,Very High,4.0,Yes,Excellent,Medium,16.0,6.0,2.0,2.0,4.0,12.0,71.7231,NJ,41.0,Married,11.0,Full Option Plan,10377.0,High
1097,F,59.0,Bachelors,Life Sciences,Sales Executive,6.0,Travel_Rarely,Sales,High,Medium,Associate,Very High,5.0,No,Excellent,Very High,13.0,2.0,3.0,1.0,0.0,5.0,46.2924,NJ,27.0,Single,17.0,No Option Plan,5171.0,Low
1098,F,44.0,Bachelors,Marketing,Manager,22.0,Travel_Rarely,Sales,Medium,High,VP to C-Level,Medium,7.0,No,Excellent,High,26.0,5.0,3.0,9.0,3.0,10.0,73.5759,NY,38.0,Married,11.0,Full Option Plan,18213.0,Low
1099,F,33.0,Doctorate,Marketing,Sales Executive,9.0,Travel_Rarely,Finance,Very High,Very High,Manager,High,0.0,Yes,Excellent,Very High,10.0,3.0,3.0,8.0,0.0,8.0,26.3342,NJ,39.0,Divorced,14.0,Large Option Plan,8380.0,High
1100,F,46.0,Some College,Marketing,Manager,11.0,Travel_Rarely,Finance,Very High,Medium,VP to C-Level,Medium,2.0,No,Excellent,High,26.0,2.0,3.0,4.0,0.0,8.0,63.4393,NJ,30.0,Married,14.0,Full Option Plan,18789.0,High
1101,F,34.0,Bachelors,Marketing,Sales Executive,3.0,Travel_Rarely,Finance,High,High,Associate,Low,0.0,Yes,Excellent,Very High,4.0,3.0,3.0,2.0,0.0,2.0,60.0143,PA,35.0,Single,12.0,No Option Plan,4538.0,Low
1102,F,51.0,Bachelors,Life Sciences,Manager,29.0,Travel_Frequently,Finance,Very High,High,VP to C-Level,Medium,4.0,Yes,Outstanding,Low,31.0,5.0,2.0,10.0,11.0,10.0,49.2224,NJ,23.0,Divorced,24.0,Full Option Plan,19847.0,High
1103,F,43.0,Masters,Marketing,Sales Executive,21.0,Travel_Rarely,Finance,Very High,Medium,Manager,Very High,3.0,No,Excellent,Very High,23.0,3.0,4.0,7.0,15.0,17.0,76.4685,NJ,29.0,Single,14.0,No Option Plan,10231.0,High
1104,M,32.0,Bachelors,Medical,Sales Executive,10.0,Travel_Rarely,Sales,High,Very High,Associate,Very High,1.0,No,Excellent,High,10.0,4.0,4.0,7.0,0.0,8.0,70.0048,NY,34.0,Married,15.0,Large Option Plan,6209.0,Low
1105,F,31.0,Masters,Life Sciences,Sales Executive,10.0,Non-Travel,Sales,Very High,High,Manager,High,1.0,Yes,Excellent,Low,10.0,5.0,2.0,8.0,9.0,6.0,78.655,PA,41.0,Divorced,19.0,Full Option Plan,9852.0,High
1106,M,41.0,Some College,Medical,Sales Executive,19.0,Non-Travel,Sales,High,Low,Associate,Medium,1.0,No,Excellent,Low,19.0,4.0,3.0,2.0,11.0,9.0,20.3221,NJ,37.0,Single,13.0,No Option Plan,6151.0,High
1107,M,41.0,Bachelors,Marketing,Sales Executive,9.0,Travel_Frequently,Sales,High,High,Associate,Low,0.0,No,Excellent,Very High,10.0,2.0,3.0,3.0,1.0,7.0,43.3404,NY,44.0,Divorced,17.0,Full Option Plan,4103.0,High
1108,M,38.0,Some College,Life Sciences,Sales Executive,7.0,Travel_Rarely,Sales,Medium,High,Associate,Low,3.0,No,Excellent,Very High,11.0,3.0,3.0,7.0,1.0,7.0,59.5388,PA,39.0,Divorced,15.0,Full Option Plan,6893.0,High
1109,F,34.0,Some College,Medical,Sales Executive,10.0,Travel_Rarely,Information Technology,High,High,Associate,Low,1.0,No,Excellent,Very High,10.0,6.0,4.0,8.0,9.0,6.0,46.3481,NJ,39.0,Single,12.0,No Option Plan,6125.0,High
1110,F,36.0,Bachelors,Marketing,Sales Executive,15.0,Travel_Frequently,Information Technology,Low,Very High,Associate,Low,2.0,No,Excellent,Very High,17.0,2.0,2.0,7.0,6.0,13.0,43.4119,NJ,19.0,Married,16.0,Full Option Plan,4639.0,High
1111,M,27.0,Bachelors,Medical,Sales Representative,1.0,Travel_Rarely,Information Technology,High,Very High,Junior Associate,Very High,8.0,No,Excellent,Medium,5.0,4.0,3.0,0.0,0.0,0.0,37.6281,NJ,33.0,Married,14.0,Full Option Plan,2534.0,Low
1112,F,27.0,Below College,Life Sciences,Sales Executive,6.0,Travel_Frequently,Information Technology,Very High,Low,Associate,Very High,3.0,No,Outstanding,Medium,8.0,3.0,3.0,2.0,0.0,0.0,13.6492,NY,47.0,Single,20.0,No Option Plan,5071.0,Low
1113,M,28.0,Bachelors,Life Sciences,Sales Executive,5.0,Travel_Rarely,Information Technology,High,Medium,Associate,Low,1.0,No,Excellent,High,5.0,0.0,3.0,3.0,0.0,4.0,58.2173,NY,24.0,Married,11.0,Full Option Plan,4724.0,Low
1114,M,39.0,Masters,Life Sciences,Sales Executive,5.0,Travel_Rarely,Information Technology,Low,Medium,Associate,Very High,3.0,Yes,Excellent,Very High,8.0,2.0,4.0,4.0,1.0,4.0,60.8805,NY,27.0,Married,12.0,Large Option Plan,6120.0,Low
1115,F,51.0,Bachelors,Marketing,Sales Executive,4.0,Travel_Frequently,Sales,Medium,High,Manager,Medium,2.0,No,Excellent,Medium,14.0,5.0,3.0,2.0,3.0,2.0,43.5425,NY,23.0,Married,11.0,No Option Plan,10596.0,Low
1116,M,33.0,Below College,Life Sciences,Sales Executive,5.0,Travel_Frequently,Sales,Medium,High,Associate,Very High,6.0,No,Excellent,Low,8.0,2.0,4.0,4.0,1.0,2.0,32.3539,NJ,29.0,Married,13.0,No Option Plan,9998.0,Low
1117,F,32.0,Below College,Marketing,Sales Executive,3.0,Travel_Rarely,Sales,High,High,Associate,Medium,0.0,Yes,Excellent,Low,4.0,3.0,2.0,2.0,1.0,2.0,54.8949,NJ,29.0,Married,13.0,Small Option Plan,4078.0,High
1118,M,25.0,Below College,Life Sciences,Sales Executive,3.0,Travel_Rarely,Sales,Low,Very High,Associate,High,2.0,No,Excellent,Medium,6.0,3.0,2.0,2.0,1.0,2.0,78.8831,NY,32.0,Married,11.0,No Option Plan,6232.0,High
1119,F,27.0,Bachelors,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,Very High,Medium,Associate,Very High,1.0,Yes,Excellent,Very High,6.0,3.0,3.0,2.0,4.0,4.0,60.4839,NY,38.0,Married,11.0,No Option Plan,5769.0,Low
1120,F,36.0,Masters,Marketing,Sales Executive,5.0,Travel_Rarely,Sales,Low,High,Associate,Medium,3.0,Yes,Excellent,Very High,15.0,3.0,3.0,4.0,0.0,1.0,46.4696,NY,27.0,Single,16.0,No Option Plan,9278.0,Low
1121,M,30.0,Masters,Marketing,Sales Executive,3.0,Travel_Rarely,Operations,Very High,High,Associate,Low,7.0,No,Excellent,Medium,8.0,3.0,3.0,2.0,0.0,2.0,68.2311,PA,23.0,Divorced,14.0,Large Option Plan,4779.0,Low
1122,M,36.0,Masters,Marketing,Sales Executive,3.0,Travel_Rarely,Operations,High,Medium,Associate,Low,4.0,No,Excellent,Low,11.0,3.0,2.0,2.0,0.0,2.0,6.6186,NY,38.0,Married,13.0,Large Option Plan,5647.0,Low
1123,M,24.0,Below College,Medical,Sales Executive,5.0,Travel_Rarely,Operations,Very High,High,Associate,High,1.0,Yes,Excellent,High,5.0,3.0,3.0,4.0,0.0,3.0,74.0097,NJ,26.0,Married,12.0,Large Option Plan,4162.0,High
1124,M,32.0,Doctorate,Marketing,Sales Executive,4.0,Travel_Rarely,Operations,Very High,High,Associate,Very High,4.0,No,Excellent,High,7.0,3.0,2.0,3.0,0.0,3.0,6.4303,NY,44.0,Married,12.0,Full Option Plan,9204.0,High
1125,M,31.0,Some College,Life Sciences,Sales Executive,13.0,Travel_Rarely,Operations,Low,High,Manager,Very High,1.0,No,Excellent,Low,13.0,5.0,3.0,7.0,9.0,9.0,1.8751,NY,41.0,Divorced,18.0,Full Option Plan,10793.0,High
1126,M,48.0,Bachelors,Marketing,Sales Executive,2.0,Travel_Rarely,Sales,High,High,Associate,Low,4.0,No,Excellent,Low,15.0,3.0,3.0,2.0,2.0,2.0,9.8336,NY,35.0,Divorced,11.0,Small Option Plan,5486.0,High
1127,F,28.0,Bachelors,Medical,Sales Executive,5.0,Travel_Rarely,Sales,Very High,High,Associate,Low,0.0,No,Excellent,Very High,6.0,4.0,3.0,4.0,1.0,3.0,14.8273,NY,48.0,Single,18.0,No Option Plan,8463.0,Low
1128,M,33.0,Bachelors,Medical,Sales Executive,4.0,Travel_Frequently,Sales,Very High,High,Associate,Low,0.0,No,Excellent,Low,5.0,2.0,3.0,3.0,0.0,3.0,12.6798,NY,24.0,Married,14.0,Large Option Plan,4373.0,Low
1129,M,34.0,Bachelors,Other,Sales Executive,13.0,Travel_Rarely,Sales,Very High,Low,Associate,Low,3.0,No,Excellent,Very High,15.0,2.0,3.0,9.0,3.0,12.0,15.9391,NY,48.0,Single,18.0,No Option Plan,4759.0,Low
1130,M,30.0,Below College,Life Sciences,Sales Executive,2.0,Travel_Rarely,Sales,Very High,High,Associate,High,8.0,No,Excellent,High,4.0,2.0,2.0,1.0,2.0,2.0,18.1517,NY,48.0,Married,15.0,Large Option Plan,5301.0,Low
1131,M,44.0,Doctorate,Marketing,Sales Executive,1.0,Travel_Frequently,Sales,Low,High,Associate,High,7.0,No,Excellent,High,11.0,4.0,2.0,0.0,0.0,0.0,20.0557,NY,22.0,Married,12.0,Full Option Plan,4768.0,High
1132,F,35.0,Below College,Life Sciences,Sales Representative,1.0,Travel_Rarely,Finance,Very High,High,Junior Associate,High,1.0,No,Excellent,Low,1.0,3.0,3.0,0.0,0.0,0.0,19.2792,NY,30.0,Married,13.0,Full Option Plan,2404.0,Low
1133,M,24.0,Some College,Life Sciences,Sales Representative,1.0,Non-Travel,Finance,Very High,High,Junior Associate,Medium,1.0,No,Excellent,High,1.0,2.0,3.0,0.0,0.0,0.0,16.7672,NY,40.0,Married,13.0,Full Option Plan,2033.0,Low
1134,F,29.0,Bachelors,Life Sciences,Sales Executive,10.0,Travel_Rarely,Finance,High,Medium,Associate,High,1.0,No,Excellent,High,10.0,3.0,3.0,7.0,0.0,4.0,13.1754,NY,26.0,Divorced,14.0,Large Option Plan,8620.0,Low
1135,M,47.0,Bachelors,Medical,Sales Executive,5.0,Travel_Rarely,Finance,High,High,Associate,High,3.0,Yes,Excellent,High,11.0,4.0,2.0,4.0,1.0,2.0,24.9534,NY,46.0,Married,17.0,Full Option Plan,4591.0,Low
1136,M,28.0,Bachelors,Life Sciences,Sales Executive,4.0,Travel_Frequently,Finance,High,High,Associate,Low,0.0,No,Excellent,Very High,5.0,5.0,3.0,2.0,1.0,3.0,13.1792,NY,33.0,Single,14.0,No Option Plan,4898.0,Low
1137,M,46.0,Bachelors,Life Sciences,Manager,13.0,Travel_Rarely,Sales,High,High,Executive,Medium,8.0,No,Excellent,Very High,23.0,2.0,4.0,12.0,5.0,1.0,4.1276,NY,41.0,Married,12.0,Full Option Plan,16606.0,High
1138,M,34.0,Bachelors,Technical Degree,Sales Executive,10.0,Travel_Rarely,Sales,Very High,Medium,Manager,High,1.0,Yes,Excellent,Very High,10.0,3.0,3.0,9.0,8.0,6.0,5.7483,NY,44.0,Married,14.0,No Option Plan,7083.0,Low
1139,F,34.0,Some College,Technical Degree,Sales Representative,11.0,Travel_Rarely,Sales,Medium,High,Junior Associate,High,0.0,Yes,Outstanding,Medium,12.0,4.0,3.0,10.0,5.0,7.0,3.5456,NY,33.0,Married,25.0,Full Option Plan,2308.0,High
1140,F,40.0,Some College,Medical,Sales Executive,8.0,Travel_Rarely,Sales,Low,High,Associate,Low,0.0,No,Excellent,Very High,9.0,5.0,4.0,4.0,7.0,1.0,5.9853,NY,19.0,Married,12.0,No Option Plan,5473.0,High
1141,F,35.0,Masters,Life Sciences,Sales Representative,5.0,Travel_Rarely,Sales,Medium,Medium,Junior Associate,High,0.0,No,Outstanding,Low,6.0,5.0,3.0,3.0,4.0,2.0,8.5841,NY,35.0,Married,23.0,Large Option Plan,2430.0,High
1142,M,36.0,Masters,Life Sciences,Sales Representative,3.0,Travel_Rarely,Sales,High,High,Junior Associate,Very High,3.0,Yes,Outstanding,Very High,7.0,3.0,2.0,2.0,1.0,2.0,4.4739,NY,21.0,Single,21.0,No Option Plan,2644.0,High
1143,M,48.0,Masters,Life Sciences,Sales Executive,8.0,Travel_Rarely,Information Technology,High,High,Associate,High,8.0,No,Excellent,High,18.0,2.0,3.0,7.0,7.0,7.0,5.9762,NJ,34.0,Divorced,14.0,Full Option Plan,6439.0,High
1144,M,33.0,Masters,Life Sciences,Sales Executive,2.0,Travel_Rarely,Information Technology,Low,High,Associate,Low,2.0,No,Excellent,Very High,8.0,6.0,1.0,2.0,2.0,2.0,2.2375,NY,37.0,Married,13.0,Full Option Plan,6392.0,High
1145,F,30.0,Masters,Technical Degree,Sales Executive,4.0,Travel_Rarely,Information Technology,High,High,Manager,Medium,3.0,No,Excellent,Medium,9.0,3.0,3.0,2.0,1.0,3.0,7.7551,NY,27.0,Married,12.0,Full Option Plan,9250.0,Low
1146,F,55.0,Doctorate,Marketing,Manager,36.0,Travel_Rarely,Information Technology,High,Medium,VP to C-Level,Very High,1.0,No,Outstanding,High,36.0,3.0,3.0,6.0,2.0,13.0,8.7414,NY,36.0,Married,21.0,Full Option Plan,19586.0,Low
1147,M,38.0,Bachelors,Life Sciences,Sales Executive,9.0,Travel_Rarely,Information Technology,High,High,Associate,Medium,0.0,No,Excellent,Very High,10.0,3.0,3.0,8.0,7.0,7.0,8.1617,NY,25.0,Married,11.0,Full Option Plan,9924.0,Low
1148,M,38.0,Bachelors,Life Sciences,Sales Executive,3.0,Travel_Rarely,Information Technology,Medium,High,Associate,Medium,2.0,No,Excellent,Medium,8.0,5.0,4.0,2.0,1.0,2.0,1.0529,NY,24.0,Single,12.0,No Option Plan,4198.0,Low
1149,M,36.0,Masters,Life Sciences,Sales Executive,1.0,Travel_Rarely,Sales,Medium,High,Associate,High,6.0,No,Excellent,Low,15.0,5.0,3.0,0.0,0.0,0.0,6.9875,NJ,22.0,Single,13.0,No Option Plan,6815.0,High
1150,M,39.0,Bachelors,Medical,Sales Executive,7.0,Travel_Rarely,Sales,Very High,Very High,Manager,High,2.0,No,Excellent,Low,11.0,3.0,3.0,6.0,7.0,6.0,2.7935,NJ,29.0,Married,11.0,Full Option Plan,8237.0,Low
1151,M,50.0,Bachelors,Marketing,Manager,1.0,Travel_Rarely,Sales,High,High,VP to C-Level,High,4.0,Yes,Excellent,High,27.0,2.0,3.0,0.0,0.0,0.0,4.9392,NY,25.0,Married,16.0,Full Option Plan,19331.0,Low
1152,F,40.0,Some College,Life Sciences,Sales Executive,5.0,Travel_Rarely,Sales,Very High,High,Associate,Low,1.0,No,Excellent,High,5.0,2.0,3.0,4.0,1.0,2.0,9.1022,NY,24.0,Married,15.0,Full Option Plan,4639.0,High
1153,F,46.0,Masters,Life Sciences,Manager,26.0,Travel_Rarely,Sales,Very High,Very High,Executive,Low,1.0,No,Excellent,Medium,27.0,5.0,1.0,0.0,0.0,12.0,2.7505,NY,37.0,Single,15.0,No Option Plan,17567.0,High
1154,M,45.0,Bachelors,Marketing,Sales Executive,10.0,Non-Travel,Sales,Low,Medium,Associate,Low,1.0,No,Excellent,Low,10.0,2.0,3.0,7.0,4.0,5.0,9.2429,NY,36.0,Married,15.0,Full Option Plan,4385.0,High
1155,M,31.0,Masters,Other,Sales Executive,5.0,Travel_Frequently,Sales,Very High,High,Associate,Low,7.0,No,Excellent,Very High,10.0,3.0,3.0,2.0,0.0,3.0,2.1651,NY,37.0,Single,13.0,No Option Plan,5332.0,High
1156,M,29.0,Bachelors,Medical,Sales Executive,5.0,Travel_Rarely,Sales,High,Medium,Associate,High,9.0,No,Excellent,High,8.0,2.0,3.0,2.0,1.0,4.0,4.4478,NY,37.0,Single,11.0,No Option Plan,5869.0,Low
1157,M,20.0,Bachelors,Medical,Sales Representative,2.0,Travel_Rarely,Finance,High,High,Junior Associate,High,1.0,No,Excellent,Low,2.0,3.0,3.0,2.0,2.0,2.0,6.698,NJ,45.0,Single,19.0,No Option Plan,2783.0,Low
1158,F,29.0,Bachelors,Medical,Sales Executive,10.0,Travel_Rarely,Finance,Low,Medium,Associate,Medium,1.0,Yes,Excellent,Medium,10.0,3.0,2.0,0.0,0.0,9.0,6.7763,NY,36.0,Divorced,13.0,Full Option Plan,4187.0,High
