,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Status,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
1952,no_checking,14,credits_paid_to_date,furniture,4425,less_100,less_1,3,majority,none,2,savings_insurance,42,none,free,1,management_self-employed,1,none,yes,No Risk
1953,greater_200,34,outstanding_credit,other,5790,500_to_1000,greater_7,5,majority,none,4,car_other,44,stores,own,2,unskilled,1,yes,yes,No Risk
1954,0_to_200,4,all_credits_paid_back,education,3861,100_to_500,less_1,3,minority,none,2,real_estate,21,none,own,2,management_self-employed,1,none,yes,Risk
1955,no_checking,27,prior_payments_delayed,car_used,9595,100_to_500,greater_7,5,majority,co-applicant,4,car_other,40,none,own,2,management_self-employed,2,none,yes,No Risk
1956,greater_200,41,prior_payments_delayed,repairs,5422,500_to_1000,1_to_4,4,majority,none,4,car_other,38,none,own,1,skilled,1,yes,yes,No Risk
1957,no_checking,35,prior_payments_delayed,appliances,5044,unknown,4_to_7,4,majority,none,3,car_other,43,none,own,2,skilled,1,none,yes,No Risk
1958,0_to_200,24,outstanding_credit,appliances,2734,500_to_1000,greater_7,4,majority,none,4,car_other,38,none,own,1,skilled,1,none,yes,No Risk
1959,0_to_200,32,credits_paid_to_date,car_used,4186,100_to_500,greater_7,4,minority,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,Risk
1960,0_to_200,19,prior_payments_delayed,furniture,250,100_to_500,greater_7,3,majority,none,3,real_estate,32,none,own,2,skilled,1,none,yes,No Risk
1961,no_checking,43,outstanding_credit,education,6878,unknown,greater_7,4,majority,co-applicant,4,unknown,60,none,free,3,skilled,2,yes,yes,No Risk
1962,less_0,19,credits_paid_to_date,radio_tv,472,500_to_1000,less_1,1,majority,none,1,savings_insurance,25,bank,rent,1,unemployed,1,none,yes,No Risk
1963,less_0,10,all_credits_paid_back,car_new,2173,less_100,less_1,1,majority,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk
1964,less_0,5,all_credits_paid_back,car_new,250,less_100,less_1,1,majority,none,2,savings_insurance,30,stores,rent,1,skilled,1,none,yes,No Risk
1965,less_0,20,credits_paid_to_date,furniture,3366,less_100,4_to_7,3,majority,none,1,car_other,44,stores,own,2,unskilled,1,yes,yes,No Risk
1966,0_to_200,7,prior_payments_delayed,repairs,3801,500_to_1000,4_to_7,3,majority,none,4,unknown,28,none,own,2,skilled,1,none,yes,No Risk
1967,0_to_200,25,credits_paid_to_date,furniture,5359,100_to_500,greater_7,4,minority,none,2,car_other,53,none,free,3,skilled,2,yes,yes,Risk
1968,less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,minority,none,1,real_estate,21,bank,rent,1,unskilled,1,none,yes,Risk
1969,less_0,10,prior_payments_delayed,car_used,521,less_100,1_to_4,3,majority,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
1970,0_to_200,10,credits_paid_to_date,car_new,250,less_100,less_1,1,minority,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
1971,0_to_200,18,credits_paid_to_date,furniture,1345,less_100,4_to_7,2,majority,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
1972,less_0,25,credits_paid_to_date,car_new,250,less_100,less_1,2,minority,none,2,real_estate,25,stores,own,1,skilled,1,none,yes,Risk
1973,greater_200,24,credits_paid_to_date,furniture,6266,less_100,less_1,2,majority,none,3,car_other,44,none,own,1,skilled,1,yes,yes,No Risk
1974,no_checking,35,prior_payments_delayed,appliances,2896,500_to_1000,1_to_4,4,majority,none,4,car_other,33,stores,rent,1,unskilled,1,none,yes,No Risk
1975,no_checking,25,prior_payments_delayed,furniture,5087,100_to_500,1_to_4,4,minority,none,4,car_other,48,none,own,1,skilled,2,yes,yes,Risk
1976,0_to_200,14,credits_paid_to_date,furniture,3182,less_100,unemployed,2,minority,none,3,car_other,29,none,rent,1,skilled,1,none,yes,Risk
1977,0_to_200,32,credits_paid_to_date,business,3283,100_to_500,1_to_4,2,majority,none,1,car_other,31,none,own,1,skilled,1,none,yes,No Risk
1978,no_checking,34,prior_payments_delayed,radio_tv,4837,500_to_1000,4_to_7,3,majority,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk
1979,no_checking,33,outstanding_credit,appliances,8187,unknown,greater_7,5,majority,co-applicant,5,unknown,55,none,free,2,skilled,2,yes,yes,No Risk
1980,no_checking,17,outstanding_credit,furniture,4570,100_to_500,4_to_7,4,majority,none,3,car_other,47,none,own,1,skilled,1,yes,yes,No Risk
1981,less_0,14,prior_payments_delayed,retraining,2826,less_100,4_to_7,2,majority,co-applicant,2,car_other,46,stores,free,2,unskilled,1,yes,yes,No Risk
1982,0_to_200,21,outstanding_credit,business,388,100_to_500,1_to_4,2,majority,co-applicant,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
1983,less_0,11,credits_paid_to_date,education,1296,less_100,unemployed,1,minority,none,1,savings_insurance,29,none,rent,1,skilled,1,none,yes,Risk
1984,0_to_200,34,prior_payments_delayed,radio_tv,5597,100_to_500,1_to_4,3,minority,none,3,car_other,32,bank,own,2,unemployed,1,none,yes,Risk
1985,less_0,18,prior_payments_delayed,furniture,3965,less_100,less_1,3,majority,none,2,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk
1986,less_0,4,all_credits_paid_back,car_used,2644,less_100,1_to_4,1,minority,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,Risk
1987,no_checking,44,prior_payments_delayed,appliances,6437,unknown,greater_7,4,majority,co-applicant,3,car_other,50,none,free,2,skilled,2,yes,no,No Risk
1988,no_checking,32,prior_payments_delayed,radio_tv,2070,500_to_1000,4_to_7,4,majority,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
1989,0_to_200,35,credits_paid_to_date,retraining,3810,less_100,4_to_7,3,minority,co-applicant,2,unknown,43,stores,own,1,skilled,1,none,yes,Risk
1990,0_to_200,4,credits_paid_to_date,car_new,3104,less_100,less_1,2,majority,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
1991,no_checking,35,prior_payments_delayed,appliances,5954,500_to_1000,greater_7,4,majority,co-applicant,4,car_other,44,none,free,2,skilled,1,yes,yes,No Risk
1992,less_0,20,credits_paid_to_date,retraining,250,500_to_1000,4_to_7,1,majority,none,2,car_other,28,stores,rent,1,unskilled,1,none,yes,No Risk
1993,less_0,10,prior_payments_delayed,retraining,5576,less_100,4_to_7,4,minority,none,3,car_other,33,bank,own,1,unskilled,1,none,yes,Risk
1994,no_checking,19,credits_paid_to_date,radio_tv,2238,500_to_1000,1_to_4,3,minority,none,2,car_other,27,none,free,2,skilled,1,none,yes,Risk
1995,0_to_200,16,credits_paid_to_date,car_new,3283,less_100,less_1,3,majority,co-applicant,3,car_other,33,bank,own,1,unskilled,1,yes,yes,No Risk
1996,no_checking,29,outstanding_credit,furniture,2418,500_to_1000,4_to_7,3,majority,none,4,car_other,40,bank,own,2,unemployed,1,yes,yes,No Risk
1997,no_checking,50,prior_payments_delayed,appliances,7030,500_to_1000,1_to_4,4,minority,co-applicant,3,car_other,36,none,own,2,skilled,1,yes,yes,Risk
1998,no_checking,33,outstanding_credit,repairs,5717,unknown,greater_7,5,majority,co-applicant,5,unknown,54,none,free,2,skilled,2,yes,yes,No Risk
1999,no_checking,32,prior_payments_delayed,business,6860,100_to_500,4_to_7,3,majority,none,3,car_other,40,stores,rent,1,unskilled,1,yes,yes,No Risk
2000,no_checking,49,outstanding_credit,radio_tv,6731,greater_1000,4_to_7,5,majority,co-applicant,4,car_other,27,none,free,2,skilled,1,none,yes,No Risk
2001,less_0,10,all_credits_paid_back,car_used,1665,less_100,1_to_4,3,minority,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,Risk
2002,less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,2,minority,co-applicant,3,real_estate,22,stores,own,1,unskilled,1,none,yes,Risk
2003,no_checking,31,prior_payments_delayed,appliances,7074,100_to_500,4_to_7,3,majority,guarantor,3,unknown,49,none,free,1,skilled,1,yes,yes,No Risk
2004,less_0,10,all_credits_paid_back,car_new,1125,less_100,unemployed,2,minority,none,1,savings_insurance,25,stores,own,1,skilled,1,none,yes,Risk
2005,less_0,12,prior_payments_delayed,furniture,2919,500_to_1000,less_1,2,minority,none,1,savings_insurance,34,stores,own,1,skilled,1,none,yes,Risk
2006,no_checking,35,prior_payments_delayed,furniture,3509,500_to_1000,4_to_7,3,minority,none,4,car_other,27,none,own,2,skilled,1,yes,yes,Risk
2007,no_checking,47,prior_payments_delayed,radio_tv,9286,unknown,greater_7,4,majority,co-applicant,4,unknown,52,none,free,2,skilled,2,yes,yes,No Risk
2008,no_checking,19,credits_paid_to_date,car_used,5611,greater_1000,4_to_7,4,majority,none,3,car_other,30,none,own,2,skilled,2,yes,yes,No Risk
2009,0_to_200,17,credits_paid_to_date,car_new,2154,less_100,4_to_7,2,minority,none,3,savings_insurance,35,bank,rent,1,unemployed,1,none,yes,Risk
2010,0_to_200,4,credits_paid_to_date,car_new,250,less_100,unemployed,2,minority,none,1,real_estate,21,none,rent,1,management_self-employed,1,none,yes,Risk
2011,0_to_200,42,outstanding_credit,appliances,3709,500_to_1000,greater_7,4,minority,none,4,unknown,51,stores,own,1,unskilled,1,none,yes,Risk
2012,0_to_200,17,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,2,majority,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk
2013,no_checking,32,prior_payments_delayed,car_used,4400,unknown,greater_7,3,majority,co-applicant,4,car_other,47,stores,free,3,unskilled,2,yes,yes,No Risk
2014,0_to_200,4,all_credits_paid_back,car_new,1711,less_100,less_1,2,minority,none,3,real_estate,38,none,rent,1,management_self-employed,1,none,yes,Risk
2015,less_0,19,prior_payments_delayed,furniture,3179,less_100,4_to_7,3,majority,none,3,unknown,38,none,rent,1,skilled,1,yes,yes,No Risk
2016,less_0,13,all_credits_paid_back,car_used,250,less_100,less_1,2,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
2017,no_checking,29,outstanding_credit,appliances,5816,500_to_1000,4_to_7,5,majority,none,4,unknown,50,none,free,2,skilled,2,yes,yes,No Risk
2018,less_0,21,prior_payments_delayed,education,600,less_100,less_1,3,majority,none,3,car_other,27,none,own,1,skilled,1,yes,yes,No Risk
2019,less_0,14,all_credits_paid_back,car_new,3692,less_100,unemployed,1,minority,none,1,real_estate,21,stores,own,1,skilled,1,none,yes,Risk
2020,less_0,27,credits_paid_to_date,car_new,250,less_100,1_to_4,3,majority,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
2021,less_0,13,prior_payments_delayed,car_new,294,less_100,4_to_7,2,majority,none,3,car_other,41,bank,rent,1,unskilled,1,none,yes,No Risk
2022,no_checking,11,credits_paid_to_date,furniture,4684,less_100,less_1,2,majority,none,3,real_estate,42,none,free,2,management_self-employed,1,none,yes,No Risk
2023,no_checking,27,outstanding_credit,furniture,7077,500_to_1000,greater_7,5,majority,co-applicant,4,car_other,46,none,free,2,management_self-employed,1,yes,yes,No Risk
2024,0_to_200,28,credits_paid_to_date,appliances,3105,greater_1000,1_to_4,3,majority,none,4,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
2025,no_checking,34,outstanding_credit,appliances,8200,unknown,greater_7,4,majority,co-applicant,4,unknown,53,none,free,2,skilled,2,yes,yes,No Risk
2026,0_to_200,4,credits_paid_to_date,car_new,951,100_to_500,4_to_7,2,majority,none,2,real_estate,26,none,own,1,skilled,2,none,yes,No Risk
2027,0_to_200,16,prior_payments_delayed,car_new,2337,100_to_500,1_to_4,3,majority,none,4,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
2028,no_checking,36,outstanding_credit,appliances,5363,unknown,4_to_7,4,minority,none,5,car_other,40,none,own,2,skilled,1,yes,yes,Risk
2029,0_to_200,16,credits_paid_to_date,car_new,3428,less_100,unemployed,1,minority,none,1,car_other,27,stores,own,1,skilled,1,none,yes,Risk
2030,0_to_200,4,all_credits_paid_back,car_new,400,less_100,less_1,1,majority,none,2,savings_insurance,20,stores,own,1,skilled,1,none,yes,No Risk
2031,less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,3,minority,none,1,car_other,29,none,own,1,skilled,1,none,yes,Risk
2032,no_checking,33,outstanding_credit,appliances,5130,greater_1000,4_to_7,4,minority,none,4,car_other,48,none,own,1,skilled,1,none,yes,Risk
2033,less_0,21,credits_paid_to_date,car_new,317,less_100,less_1,2,minority,none,2,savings_insurance,32,stores,own,1,skilled,1,none,yes,Risk
2034,no_checking,45,outstanding_credit,repairs,4134,greater_1000,greater_7,5,minority,none,5,car_other,28,none,free,2,skilled,2,yes,yes,Risk
2035,0_to_200,15,prior_payments_delayed,radio_tv,2011,500_to_1000,1_to_4,2,majority,co-applicant,3,car_other,48,none,own,1,skilled,1,none,yes,No Risk
2036,0_to_200,11,prior_payments_delayed,furniture,2077,less_100,4_to_7,3,minority,none,2,real_estate,21,none,own,1,skilled,1,none,yes,Risk
2037,no_checking,34,prior_payments_delayed,business,6062,greater_1000,1_to_4,3,majority,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk
2038,less_0,8,all_credits_paid_back,car_new,1608,less_100,unemployed,2,minority,none,3,savings_insurance,22,none,rent,1,skilled,1,none,yes,Risk
2039,no_checking,26,prior_payments_delayed,radio_tv,5864,500_to_1000,less_1,2,majority,none,4,unknown,44,none,own,1,management_self-employed,1,yes,yes,No Risk
2040,0_to_200,18,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,majority,co-applicant,3,savings_insurance,23,stores,own,1,unskilled,1,none,yes,No Risk
2041,no_checking,30,outstanding_credit,furniture,5657,greater_1000,4_to_7,3,majority,none,3,unknown,47,bank,free,2,unskilled,2,yes,yes,No Risk
2042,0_to_200,11,prior_payments_delayed,car_used,1965,greater_1000,greater_7,3,majority,none,2,savings_insurance,53,none,own,2,skilled,2,yes,yes,No Risk
2043,no_checking,33,prior_payments_delayed,furniture,5831,unknown,1_to_4,4,majority,none,3,savings_insurance,44,none,free,3,skilled,2,yes,yes,No Risk
2044,0_to_200,12,credits_paid_to_date,car_new,1983,less_100,1_to_4,2,minority,none,2,car_other,19,none,own,1,skilled,1,none,yes,Risk
2045,no_checking,35,outstanding_credit,furniture,6259,greater_1000,greater_7,5,majority,co-applicant,3,unknown,54,none,free,2,skilled,1,yes,yes,No Risk
2046,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
2047,no_checking,28,outstanding_credit,other,7819,500_to_1000,4_to_7,5,majority,none,4,car_other,51,none,free,2,management_self-employed,2,yes,yes,No Risk
2048,no_checking,28,all_credits_paid_back,car_used,1038,100_to_500,4_to_7,3,majority,none,3,real_estate,46,bank,own,1,unemployed,2,yes,yes,No Risk
2049,0_to_200,18,credits_paid_to_date,car_new,3454,100_to_500,1_to_4,2,majority,none,2,savings_insurance,38,none,rent,1,skilled,1,none,yes,No Risk
2050,no_checking,19,credits_paid_to_date,car_new,965,greater_1000,1_to_4,2,minority,none,2,real_estate,40,none,own,1,skilled,1,none,yes,Risk
2051,no_checking,30,outstanding_credit,furniture,5275,unknown,4_to_7,3,minority,none,4,car_other,47,none,own,2,skilled,1,yes,yes,Risk
2052,no_checking,23,prior_payments_delayed,education,3230,100_to_500,4_to_7,4,majority,none,4,car_other,34,none,own,1,management_self-employed,1,none,yes,No Risk
2053,no_checking,34,prior_payments_delayed,appliances,6083,500_to_1000,1_to_4,4,majority,none,5,savings_insurance,34,none,free,2,management_self-employed,1,yes,yes,No Risk
2054,less_0,11,all_credits_paid_back,car_new,3753,less_100,less_1,3,minority,co-applicant,2,savings_insurance,26,bank,own,1,unemployed,1,none,yes,Risk
2055,no_checking,46,outstanding_credit,education,8219,unknown,4_to_7,5,majority,co-applicant,5,car_other,50,none,free,2,skilled,1,yes,yes,No Risk
2056,0_to_200,40,all_credits_paid_back,appliances,1451,less_100,1_to_4,2,majority,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
2057,no_checking,33,outstanding_credit,repairs,6036,greater_1000,4_to_7,3,majority,none,2,car_other,48,none,own,2,skilled,1,yes,yes,No Risk
2058,less_0,4,no_credits,car_new,250,less_100,less_1,1,majority,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
2059,no_checking,42,prior_payments_delayed,other,6421,500_to_1000,4_to_7,5,majority,none,3,savings_insurance,36,stores,own,1,unskilled,1,yes,yes,No Risk
2060,0_to_200,7,all_credits_paid_back,vacation,250,less_100,unemployed,2,majority,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
2061,no_checking,45,outstanding_credit,business,10838,greater_1000,greater_7,6,majority,co-applicant,5,unknown,51,stores,free,3,unskilled,2,yes,yes,No Risk
2062,less_0,4,all_credits_paid_back,car_new,1008,less_100,less_1,2,majority,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
2063,0_to_200,27,credits_paid_to_date,car_used,3521,greater_1000,1_to_4,3,minority,none,3,car_other,38,none,own,3,skilled,1,yes,yes,Risk
2064,less_0,16,credits_paid_to_date,furniture,250,less_100,unemployed,2,majority,none,3,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
2065,less_0,19,credits_paid_to_date,furniture,1235,100_to_500,4_to_7,3,majority,none,3,car_other,35,none,rent,2,skilled,1,none,yes,No Risk
2066,no_checking,8,credits_paid_to_date,education,5022,500_to_1000,less_1,3,majority,none,3,savings_insurance,35,none,rent,2,management_self-employed,2,none,yes,No Risk
2067,no_checking,42,credits_paid_to_date,furniture,6640,100_to_500,1_to_4,3,majority,none,4,car_other,36,none,own,2,skilled,1,none,yes,No Risk
2068,less_0,13,all_credits_paid_back,car_new,1950,100_to_500,4_to_7,3,majority,none,1,car_other,32,none,own,1,skilled,1,none,yes,No Risk
2069,no_checking,28,outstanding_credit,furniture,9054,500_to_1000,greater_7,4,majority,guarantor,4,car_other,57,none,own,2,skilled,1,yes,yes,No Risk
2070,no_checking,24,prior_payments_delayed,radio_tv,2009,100_to_500,greater_7,3,majority,none,3,car_other,50,none,own,1,skilled,1,none,yes,No Risk
2071,no_checking,42,prior_payments_delayed,repairs,7321,500_to_1000,1_to_4,4,majority,none,3,car_other,39,none,own,1,management_self-employed,1,none,yes,No Risk
2072,less_0,7,no_credits,car_new,250,less_100,unemployed,1,minority,none,1,real_estate,21,none,own,1,skilled,1,none,yes,Risk
2073,no_checking,31,prior_payments_delayed,car_used,5562,unknown,4_to_7,3,majority,none,4,savings_insurance,41,none,own,2,skilled,1,yes,yes,No Risk
2074,less_0,13,all_credits_paid_back,car_new,2337,100_to_500,1_to_4,3,majority,none,1,real_estate,27,none,own,2,skilled,1,none,yes,No Risk
2075,0_to_200,35,all_credits_paid_back,car_used,2018,greater_1000,4_to_7,2,minority,none,3,savings_insurance,47,stores,rent,3,unskilled,1,yes,yes,Risk
2076,0_to_200,8,prior_payments_delayed,car_new,2161,500_to_1000,1_to_4,1,majority,none,3,car_other,23,none,own,2,skilled,2,yes,yes,No Risk
2077,less_0,9,prior_payments_delayed,car_used,972,100_to_500,4_to_7,3,majority,none,2,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
2078,greater_200,13,credits_paid_to_date,car_new,250,less_100,4_to_7,2,majority,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
2079,less_0,15,credits_paid_to_date,car_new,2326,500_to_1000,less_1,2,majority,none,3,car_other,28,stores,rent,1,unskilled,1,yes,yes,No Risk
2080,no_checking,25,prior_payments_delayed,car_used,1433,100_to_500,1_to_4,3,majority,none,4,car_other,41,none,own,1,skilled,1,yes,yes,No Risk
2081,0_to_200,19,prior_payments_delayed,car_used,4185,greater_1000,4_to_7,4,majority,co-applicant,4,car_other,39,none,own,2,skilled,1,yes,yes,No Risk
2082,0_to_200,13,credits_paid_to_date,car_used,250,less_100,less_1,2,minority,none,3,real_estate,19,none,own,1,skilled,1,none,yes,Risk
2083,less_0,25,credits_paid_to_date,vacation,3551,less_100,4_to_7,3,majority,none,3,savings_insurance,40,none,rent,1,skilled,1,none,yes,No Risk
2084,less_0,17,credits_paid_to_date,furniture,250,less_100,less_1,2,majority,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
2085,no_checking,26,outstanding_credit,radio_tv,5563,500_to_1000,4_to_7,4,majority,co-applicant,4,car_other,50,none,free,1,skilled,1,yes,yes,No Risk
2086,no_checking,54,outstanding_credit,education,5607,greater_1000,1_to_4,4,majority,none,4,car_other,36,none,own,1,skilled,1,none,yes,No Risk
2087,less_0,30,outstanding_credit,radio_tv,2180,greater_1000,greater_7,3,minority,co-applicant,3,car_other,52,stores,own,2,unskilled,1,yes,yes,Risk
2088,greater_200,12,prior_payments_delayed,radio_tv,336,100_to_500,4_to_7,3,majority,none,3,savings_insurance,33,none,free,1,skilled,1,yes,yes,No Risk
2089,0_to_200,18,prior_payments_delayed,furniture,5313,less_100,4_to_7,4,majority,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
2090,0_to_200,10,prior_payments_delayed,car_used,2363,less_100,1_to_4,2,majority,none,3,car_other,36,none,own,1,skilled,1,yes,yes,No Risk
2091,no_checking,61,outstanding_credit,education,8096,greater_1000,greater_7,5,majority,co-applicant,4,car_other,57,none,free,2,skilled,1,yes,yes,No Risk
2092,less_0,12,all_credits_paid_back,furniture,250,less_100,4_to_7,2,minority,none,2,car_other,26,stores,own,1,skilled,1,none,yes,Risk
2093,no_checking,27,outstanding_credit,appliances,7636,500_to_1000,greater_7,4,majority,co-applicant,3,car_other,44,none,free,2,management_self-employed,2,yes,yes,No Risk
2094,less_0,5,all_credits_paid_back,education,250,less_100,1_to_4,3,minority,co-applicant,1,savings_insurance,35,none,free,1,skilled,1,yes,yes,Risk
2095,less_0,11,all_credits_paid_back,car_new,631,less_100,less_1,1,minority,none,2,savings_insurance,32,none,rent,1,skilled,1,none,yes,Risk
2096,0_to_200,20,credits_paid_to_date,furniture,250,less_100,4_to_7,3,majority,co-applicant,2,real_estate,41,none,own,1,skilled,1,none,yes,No Risk
2097,less_0,11,prior_payments_delayed,furniture,1480,less_100,1_to_4,3,majority,none,2,car_other,32,bank,rent,1,unskilled,2,yes,yes,No Risk
2098,0_to_200,4,all_credits_paid_back,furniture,4231,less_100,1_to_4,2,minority,none,1,real_estate,19,none,own,1,skilled,1,none,yes,Risk
2099,no_checking,36,outstanding_credit,appliances,6440,greater_1000,4_to_7,5,majority,co-applicant,4,car_other,45,none,own,2,management_self-employed,1,yes,yes,No Risk
2100,0_to_200,24,credits_paid_to_date,furniture,4031,less_100,1_to_4,3,majority,none,2,car_other,19,none,own,1,skilled,1,none,yes,No Risk
2101,less_0,17,prior_payments_delayed,car_new,2569,less_100,less_1,1,majority,none,1,car_other,41,bank,rent,2,unemployed,1,yes,yes,No Risk
2102,0_to_200,14,credits_paid_to_date,car_new,1330,less_100,4_to_7,2,majority,none,3,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
2103,no_checking,29,outstanding_credit,radio_tv,5375,500_to_1000,greater_7,4,majority,co-applicant,3,unknown,59,stores,free,2,unskilled,1,yes,yes,No Risk
2104,0_to_200,15,credits_paid_to_date,appliances,250,less_100,less_1,2,minority,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
2105,0_to_200,14,credits_paid_to_date,furniture,1326,less_100,1_to_4,2,minority,none,2,real_estate,30,none,own,1,skilled,1,yes,yes,Risk
2106,no_checking,34,outstanding_credit,appliances,2838,500_to_1000,greater_7,4,minority,none,4,savings_insurance,35,none,free,1,skilled,1,yes,yes,Risk
2107,no_checking,42,credits_paid_to_date,furniture,5606,greater_1000,greater_7,4,majority,none,3,car_other,47,none,own,3,skilled,1,none,yes,No Risk
2108,less_0,7,no_credits,repairs,250,100_to_500,unemployed,1,majority,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
2109,no_checking,26,prior_payments_delayed,radio_tv,7597,100_to_500,greater_7,4,minority,none,4,car_other,43,none,free,2,skilled,1,yes,yes,Risk
2110,no_checking,16,outstanding_credit,car_used,1485,500_to_1000,1_to_4,3,majority,none,4,savings_insurance,28,stores,rent,1,unskilled,1,yes,yes,No Risk
2111,greater_200,29,prior_payments_delayed,furniture,4860,100_to_500,greater_7,3,majority,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
2112,less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,minority,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,Risk
2113,less_0,9,prior_payments_delayed,car_new,2274,less_100,1_to_4,2,majority,none,3,car_other,31,none,rent,1,skilled,2,none,yes,No Risk
2114,no_checking,29,prior_payments_delayed,car_used,7120,unknown,4_to_7,4,majority,none,4,unknown,50,none,own,3,skilled,2,yes,yes,No Risk
2115,less_0,21,prior_payments_delayed,radio_tv,2085,less_100,4_to_7,3,minority,none,2,savings_insurance,30,stores,own,1,skilled,1,none,yes,Risk
2116,no_checking,10,credits_paid_to_date,vacation,1487,greater_1000,1_to_4,3,majority,none,2,real_estate,36,none,own,1,management_self-employed,2,none,yes,No Risk
2117,less_0,20,credits_paid_to_date,furniture,1971,less_100,1_to_4,3,majority,none,3,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk
2118,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,minority,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
2119,no_checking,27,prior_payments_delayed,appliances,6905,100_to_500,4_to_7,4,majority,none,4,savings_insurance,41,none,own,2,management_self-employed,1,none,yes,No Risk
2120,less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,2,minority,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
2121,greater_200,22,prior_payments_delayed,radio_tv,3995,100_to_500,1_to_4,4,majority,none,3,savings_insurance,46,stores,own,1,unskilled,1,yes,yes,No Risk
2122,0_to_200,12,credits_paid_to_date,car_new,250,less_100,1_to_4,3,minority,none,3,real_estate,29,none,own,1,skilled,1,none,yes,Risk
2123,0_to_200,20,credits_paid_to_date,retraining,2786,less_100,4_to_7,4,minority,none,2,car_other,37,stores,own,2,unskilled,1,yes,yes,Risk
2124,no_checking,30,prior_payments_delayed,radio_tv,4615,greater_1000,4_to_7,4,minority,none,5,unknown,39,stores,own,2,unskilled,2,yes,yes,Risk
2125,no_checking,35,outstanding_credit,appliances,5520,500_to_1000,4_to_7,4,majority,none,4,car_other,43,none,own,2,skilled,2,yes,yes,No Risk
2126,0_to_200,4,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,2,majority,none,1,savings_insurance,31,none,own,1,skilled,1,yes,yes,No Risk
2127,less_0,15,credits_paid_to_date,appliances,816,less_100,4_to_7,2,minority,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk
2128,no_checking,56,outstanding_credit,retraining,7417,unknown,greater_7,4,majority,co-applicant,5,car_other,49,none,free,3,skilled,2,yes,yes,No Risk
2129,no_checking,37,prior_payments_delayed,furniture,6633,500_to_1000,1_to_4,3,minority,none,4,car_other,55,none,own,2,skilled,1,yes,yes,Risk
2130,less_0,4,all_credits_paid_back,repairs,1910,less_100,unemployed,1,minority,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,Risk
2131,no_checking,24,prior_payments_delayed,furniture,4738,100_to_500,greater_7,3,minority,none,4,car_other,47,none,own,2,skilled,1,yes,yes,Risk
